X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
-123.745756732084,49.4732042663328,"9856158986",node,15.625,pharmacy,pharmacy,Shoppers Drug Mart,,,,,,,,,,,yes,,,,,,,,,,,,,123010446,1,2022/06/29 16:21:07+00,f6a88af92fd04fddadde800ef23046ea
-73.6511552548909,45.4492259743052,"9856669832",node,21.875,,alternative,Scoliosis Relief,,,kinesitherapy,,,,,,,,,,,,,,,,,"207",Avenue de Mount-Vernon,,Montréal,123020457,1,2022/06/29 21:24:20+00,e4f3365300c945f99570948976c675ee
-122.79955444441,49.2792432550412,"9861753561",node,12.5,dentist,dentist,Tri-City Sedation & General Dentistry,,,,,,,,,,,,,,,,,,,,,,,,128798353,3,2022/11/12 01:42:07+00,174a9bc5575b42319601a696e35e1a03
-122.798699238829,49.2786004468868,"9861753557",node,12.5,dentist,dentist,Greenline Dental,,,,,,,,,,,,,,,,,,,,,,,,123259324,2,2022/07/06 05:26:25+00,25f34ed81ed24ceaaeea56e9e26b4f8f
-122.798702256315,49.2786733694444,"9861753558",node,15.625,dentist,dentist,Solar Orthodontics,,,orthodontics,,,,,,,,,,,,,,,,,,,,,123259342,2,2022/07/06 05:26:43+00,8211ac3f4d0249d19aa55fe404da2176
-122.79968000532,49.2794561553818,"9861753579",node,9.375,,optometrist,Coquitlam Centre Eye Care,,,,,,,,,,,,,,,,,,,,,,,,128798353,3,2022/11/12 01:42:07+00,44859cf79450446cb597f6596e7b7f80
,,"312839875",way,31.25,pharmacy,pharmacy,Shoppers Drug Mart,Loblaw Companies Limited,,,,,,,,,,yes,,,,,,,,,"710",Tower Street South,N1M 2R3,Fergus,103970204,4,2021/05/01 18:51:07+00,79063fcf1a984377b86e43a8aa950d17
-76.5001575218649,44.2275077632904,"9862843933",node,12.5,dentist,dentist,Hedgewood House Dental,,,,,,,,,,,,,,,,,,,,,,,,145509795,5,2023/12/25 19:45:45+00,425fe9cf8deb4d2fb885b790b7d1bdb8
-106.701529120519,52.1567930269387,"9862926643",node,25,dentist,,Green Leaf Dental,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,10-2124,McClocklin Road,S7R 0M8,Saskatoon,145599249,2,2023/12/28 02:13:03+00,b4300152136f40eab5459393e7f938f0
-73.5724859806465,45.5525313383572,"9863068597",node,34.375,pharmacy,pharmacy,Pharmaprix,,,,,,"Mo-Fr 08:00-20:00, Sa-Su 09:00-20:00",,,,,yes,yes,,,,,,,,"3425",Rue Masson,H1X 1R6,Montréal,138509238,2,2023/07/14 13:53:26+00,9da3c86c88884ff58ad218a48a7d323e
-76.4821518527437,44.2290468483511,"9863097923",node,18.75,dentist,dentist,"Dr. Don Anderson, Dr. Scott Anderson, Dr. Terry Devitt",,,,,,,,,,,,,,,,,,,,"377",King Street East,,,123148423,2,2022/07/03 11:55:30+00,901090bc61204f57803b8d592333e931
-123.05325755439,49.2398601286092,"9864282331",node,15.625,,alternative,Accupuncture,,,,,,,,,,,,,,,,,,,,"2543",Kingsway,,,123160216,1,2022/07/03 17:57:03+00,2aed86e35b28400e884dafab70be1783
-123.052532435946,49.2396147903033,"9864297265",node,18.75,clinic,clinic,Medicare,,,,,,,,,,,,,,,,,,,,"4993",Duchess Street,,,123160607,1,2022/07/03 18:10:12+00,1bc82f3dd0cc467caa3b690a8a545746
-123.05305152721,49.2397670894839,"9864297257",node,12.5,dentist,dentist,General Dentistry,,,,,,,,,,,,,,,,,,,,,,,,124532212,2,2022/08/05 16:55:44+00,36b7412570eb4d7c8b4deee9340ae476
-120.376361072916,50.6542280859831,"9866622913",node,18.75,,alternative,CRUX Chiropractic,,,chiropractic,,,,,,,,,,,,,,,,,"1395",Hillside Drive,,,143121067,2,2023/10/25 15:14:04+00,e40019cdb93f47d4aa5919db671762d5
-135.055797480633,60.7174603183768,"9866778101",node,15.625,pharmacy,pharmacy,,,,,,,,,,,,yes,,,,,,,,,,,,Whitehorse,146330546,2,2024/01/16 16:36:38+00,65dead2d8a9d42e7ab179968f4e1e746
-135.05645302928,60.7173823666773,"9866778102",node,21.875,clinic,clinic,Yukon Sexual Health Clinic,,,,,,,,,,,,,,,,,,,,"406",Lambert Street,,Whitehorse,124422652,2,2022/08/03 07:47:38+00,615208feaae54eb5be088be36236835f
-121.959783467758,49.1667067333862,"9866804917",node,9.375,clinic,,Dr. Leyen,,,,,,,,,,,,,,,,,,,,,,,,123207676,1,2022/07/04 20:56:06+00,9d219b5538604aca98ea0e302cf4baba
-97.1771949241365,49.8509916459697,"1235348765",node,15.625,dentist,,Clarity Dental,,,,,,,,,,,,,,,,,,,,2 - 1360,Taylor Avenue,,,21650060,7,2014/04/12 17:10:17+00,234e4fc816b84c11ba8d949f87832105
,,"313032604",way,31.25,pharmacy,pharmacy,Shoppers Drug Mart,Loblaw Companies Limited,,,,,,,,,,yes,,,,,,,,,"615",King Street East,K7G 1H4,Gananoque,79317560,3,2020/01/08 02:58:36+00,2bd02097aa734529a264e66d0b6d9727
-79.5922450391546,43.5623119646322,"1236313327",node,21.875,dentist,dentist,Dental Office,,,,,,,,,,,,,,,,,,,,"1382",Hurontario Street,,Mississauga,124563820,8,2022/08/06 14:03:45+00,fb11d66d01d74be1ae20afcf3634b8e7
-79.591553951238,43.5618172647069,"1236312238",node,21.875,,alternative,Chiropractic Physiotherapy Acupuncture Massage,,,chiropractic,,,,,,,,,,,,,,,,,"1358",Hurontario Street,,Mississauga,116478114,8,2022/01/22 19:42:06+00,4e1dd8db235841f7a3f49a52d8330f4e
-79.5927430080222,43.5635409192756,"1236320058",node,12.5,doctors,doctor,The Plastic Surgery Clinic,,,,,,,,,,,,,,,,,,,,,,,,116478114,2,2022/01/22 19:42:06+00,270d0cb34bc94108812e9fd2cf8feb3a
-79.594594151338,43.5641768542693,"1236321110",node,18.75,,alternative,Homeopathy Clinic,,,,,,,,,,,,,,,,,,,,"1462",Hurontario Street,,Mississauga,143735824,9,2023/11/07 12:50:24+00,6003d218beec4b62bcf0f667bff7e006
-79.5947390744439,43.564904990198,"1236322921",node,21.875,,alternative,Acupuncture Chiropractor,,,chiropractic,,,,,,,,,,,,,,,,,"1495",Hurontario Street,,Mississauga,116478114,5,2022/01/22 19:42:06+00,c79e999628734f49a1126a2aa611b927
-79.5963318036849,43.5662100525221,"1236325050",node,21.875,,alternative,Stop the Clock Naturopathic Clinic,,,naturopathy,,,,,,,,,,,,,,,,,"1553",Hurontario Street,,Mississauga,74017655,8,2019/09/03 02:40:46+00,56ae6855aa4a48878bb8914911ac6a40
-79.5962858708555,43.5661863317362,"1236325576",node,21.875,dentist,dentist,Dentistry on 10,,,,,,,,,,,,,,,,,,,,"1553",Hurontario Street,,Mississauga,116478114,10,2022/01/22 19:42:06+00,1c55745e18f447f99b17ed1f26065982
-79.9087130135642,43.2584929526638,"9869545988",node,25,dentist,dentist,Main West Dental,,,,,,,,,,,,,,,,,,,,"1058",Main Street West,L8S 1B3,Hamilton,123258397,1,2022/07/06 05:03:09+00,a74f72326c5840a381e86bc3b603e442
-79.6053119232879,43.5733460696079,"1236407040",node,18.75,doctors,doctor,,,,,,,,,,,,,,,,,,,,,"2233",Hurontario Street,,Mississauga,116478114,7,2022/01/22 19:42:06+00,fb58dd82f1664438a3d7e81d474b140e
-79.608154059016,43.5739949965516,"1236417180",node,28.125,doctors,doctor,Rapid Access To Medical Specialists,,,,,,08:00-23:00,,,,,,,,,,,,,,"21",Queensway West,L5B 1B6,Mississauga,116478114,6,2022/01/22 19:42:06+00,d2a554c91f6c4cb0ab1dbe1d65dd93f1
-79.6082370398574,43.5740319607446,"1236419587",node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,118667738,2,2022/03/19 14:32:15+00,91dc5d5c75d042a1945ab5b18328b061
-79.608006202244,43.5747665507388,"1236425709",node,15.625,doctors,doctor,Queentario Medical Centre Walk-In Medical Centre Pharmacy,,,,,,"Mo-Fr 09:00-19:00; Sa 10:00-14:00; Su off",,,,,,,,,,,,,,,,,,116478114,5,2022/01/22 19:42:06+00,77f3f3585f934508945cb017c491db4b
-76.4953678509345,44.2287082194629,"9870731768",node,9.375,dentist,,Campus Dentist,,,,,,,,,,,,,,,,,,,,,,,,136901243,2,2023/06/03 12:52:17+00,40708e09386d417f901aafba0f03c937
-72.1448833334378,45.2658003447505,"9870787283",node,28.125,pharmacy,pharmacy,Familiprix,,,,,,,,,,,yes,,,,,,,,,"45",Rue Saint-Patrice Est,J1X 1T5,Magog,132734199,3,2023/02/19 02:25:57+00,9f04fabb95114a4c88058946b705e334
-76.4796968771232,44.234012120153,"9870835318",node,9.375,,optometrist,Galen Eye Centre,,,,,,,,,,,,,,,,,,,,,,,,123287951,1,2022/07/06 18:03:28+00,12c6312d8e4b456baeb16d212da3f526
-79.6121350439283,43.5768319354997,"1236495963",node,12.5,doctors,doctor,Floradale Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,116478114,2,2022/01/22 19:42:06+00,b82aefd7d3b44b3ea08fbe5bc4c10f75
-79.6121060425433,43.5768159260647,"1236496241",node,15.625,pharmacy,pharmacy,Floradale Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,116478114,3,2022/01/22 19:42:06+00,033cf308c04948f199c4273ffd857867
-76.5697959659921,44.2679969656652,"9871140124",node,9.375,,physiotherapist,K-Town Physiotherapy,,,,,,,,,,,,,,,,,,,,,,,,123293523,1,2022/07/06 21:10:12+00,838c8dd146b040f2b96f5607fb7f7362
-76.5830950288433,44.2591350308969,"9871142485",node,12.5,dentist,dentist,King’s Town Dental,,,,,,,,,,,,,,,,,,,,,,,,123293995,1,2022/07/06 21:29:19+00,e36f57233fe248f2aa4ecfb2114fd825
-79.6140500573463,43.5775639271039,"1236504062",node,12.5,doctors,doctor,Huron Square Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,142624338,3,2023/10/15 15:55:37+00,3fc231b6d0f2475998749f4b4b385112
-97.1525373766568,49.8468519916304,"1236632879",node,21.875,dentist,dentist,Wildwood dental clinic,,,,,,,,,,,,limited,,,,,,,,"1144",Pembina Highway,,,139981119,4,2023/08/16 19:48:55+00,bae0448ff02849acaf6a8624d9cf661b
-97.1527841398862,49.8456957919066,"1236650054",node,12.5,dentist,dentist,,,Bing,,,,,,,,,,,,,,,,,,,,,,120606009,4,2022/05/06 00:25:27+00,66c8741ead204b39b16acebd2c51b865
-97.1509458208822,49.8302859981983,"1236697909",node,15.625,doctors,doctor,Drs. Falconer & Mulhall,,,ophthalmology,,,,,,,,,,,,,,,,,,,,,110139341,7,2021/08/23 22:24:12+00,c63e1001ac4845809a00e2a727cc6668
-122.986203083373,49.2312748804647,"9873762722",node,21.875,dentist,dentist,Oakmount Dental,Dentalcorp Health Services Ulc,,,,,,,,,,,,,,,,,,,"5266",Oakmount Crescent,,,123344897,1,2022/07/08 06:17:56+00,939590303fd34490b286ccc0d33400a0
-122.939957525175,49.2244332358183,"9873805799",node,15.625,,alternative,Rejuvilaser 51,,,,,,,,,,,,,,,,,,,,"7738",Edmonds Street,,,123349816,1,2022/07/08 08:24:03+00,75f87ab33c764d0daee7add72e5622cf
-122.939590481635,49.2246235888394,"9873805805",node,18.75,dentist,dentist,Edmonds Dental,,,,,,,,,,,,,,,,,,,,"7738",Edmonds Street,,,123349816,1,2022/07/08 08:24:03+00,a7501a71a7854c87b2afff6713e10dc5
-122.939782762494,49.2245234250965,"9873805801",node,18.75,clinic,clinic,Edmonds Clinic,,,,,,,,,,,,,,,,,,,,"7738",Edmonds Street,,,127593464,3,2022/10/15 23:55:46+00,9b54345d0a45459aaa1da679f2a996d2
-122.939734482731,49.2245506662818,"9873805804",node,18.75,,alternative,Tian Xu Acupuncture,,,acupuncture,,,,,,,,,,,,,,,,,"7738",Edmonds Street,,,123349816,1,2022/07/08 08:24:03+00,d1efc11db2a547b18358a73e08cd31ae
-70.6851655080387,46.12798612305,"9875586569",node,18.75,dentist,dentist,Centre Dentaire Saint-Georges,,,"orthodontics;implantology",,,"Mo-We 08:00-20:00; Th 08:00-17:00; Fr 08:00-16:00",,,,,,,,,,,,,,,,,,123385323,1,2022/07/09 01:14:27+00,2f1c1489aa314c88b0ac76731455216d
-70.6849322396734,46.1278871327735,"9875586570",node,15.625,doctors,podiatrist,Clinique Podiatrique à deux pas de vous,,,,,,"Mo 09:30-20:00; Tu 08:00-17:00; We 08:00-18:00",,,,,,,,,,,,,,,,,,123385419,2,2022/07/09 01:28:01+00,1a23fc3886ec481baf779c90abfd8284
-123.137423010183,49.2903372906246,"9877758184",node,25,dentist,dentist,Aarm Dental Group on Denman,,,,,,"Mo-Th 08:00-20:00; Fr 09:00-17:00; Sa 09:00-16:00",,,,,,,,,,,,,,"917",Denman Street,,Vancouver,123417710,2,2022/07/10 02:03:58+00,8111e4cbe3b14f9685dd4733be8d4743
,,"313342431",way,28.125,dentist,dentist,Clinique Dentaire Yves Barette,,Bing,,,,,,,,,,,,,,,,,,"167",Rue Gamelin,J8Y 1W1,Gatineau,73976793,6,2019/09/01 16:16:06+00,d3a7008709e74a7f8f2e2507a7bc3361
,,"313351318",way,12.5,,alternative,Ideal Lifestyle Weight Loss,,,dietologist,,,,,,,,,,,,,,,,,,,,,67505483,5,2019/02/23 23:12:49+00,29a5945dcbd647eeb97ebb5aa72920f5
-122.799788131871,49.1673103980528,"9879892717",node,9.375,clinic,,,,,,,,,,,,,,,,,,,,,,,152 Street,,,134125267,3,2023/03/26 06:33:28+00,bf4bc7b6627c4dd98056193b93848ba7
-79.4136405126673,43.8757285910105,"9880406840",node,28.125,hospital,hospital,Arenson Dental & Associates,,,dentist,,,,,,,,,,,,,,,,,"815",Major Mackenzie Dr E,L4C 9X2,Richmond Hill,134793495,3,2023/04/11 23:17:46+00,3129f7e23c004002baab3ab87eb9679a
-73.9210752520357,45.6991905878316,"9880963822",node,15.625,pharmacy,pharmacy,Jean Coutu,,,,,,,,,,,yes,,,,,,,,,,,,,123474912,1,2022/07/11 13:05:29+00,a380e91cd49f4254a8df00bbddd404f6
-81.0046796267425,43.3800763976901,"9883270301",node,12.5,dentist,dentist,Avon Dental,,,,,,,,,,,,,,,,,,,,,,,,123523812,1,2022/07/12 14:23:24+00,4d54276ff874495e90dc15207d9a4344
-73.2679993500903,45.3308435781009,"9883880125",node,25,doctors,,Clinique d'urgence 900,,connaissance locale,,,,,,,,,,yes,,,,,,,,"870",Boulevard du Séminaire Nord,,Saint-Jean-sur-Richelieu,123536655,1,2022/07/12 20:43:54+00,2678ba1c25f24cfbaff72d054e4baa18
-79.5293885605232,43.648694433815,"9884994652",node,12.5,clinic,clinic,Toronto Psychological Services,,,,,,,,,,,,,,,,,,,,,,,,141008196,3,2023/09/09 03:08:12+00,40d4ded569984223b36a1990c287388f
-135.05502550735,60.72284359569,"9885818729",node,12.5,dentist,dentist,Yukon Dentistry,,,,,,,,,,,,,,,,,,,,,,,,133112784,2,2023/02/28 04:52:41+00,97d2db6f8c9a4413906baf5c0c3c348d
-135.055018466552,60.7236038343078,"9885856475",node,21.875,clinic,clinic,"Aurora Medical, Surgical & Cosmetic Clinic",,,,,,,,,,,,,,,,,,,,"2157",Second Avenue,,Whitehorse,123578201,1,2022/07/13 19:24:37+00,fd8daa3de0ce4790be1c91a246ff8883
-52.7711971735685,47.5257918588482,"1237982554",node,21.875,pharmacy,pharmacy,Brookfield Pharma Choice,,,,,,,,,,,yes,,,,,,,,,"650",Topsail Road,,,78325543,4,2019/12/12 15:24:12+00,70f47998b0bc4239850ad93e202ecda5
-97.1505421484253,49.8318309505912,"1237985534",node,18.75,pharmacy,pharmacy,Cinden Pharmacy,,Bing,,,,,,,,,yes,,,,,,,,,,,,,110139341,2,2021/08/23 22:24:12+00,372f06d546ce4a379ff53f88a45b5e95
-122.893023645088,49.2286902368021,"9886769520",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,143149146,3,2023/10/26 07:58:15+00,cc2b6578dde541eba50f1e2ee4f9fb31
-71.6544594360409,48.4707156548305,"9887955565",node,12.5,pharmacy,,Proxim,,,,,,,,,,,,,,,,,,,,550-552,,,,123621330,1,2022/07/14 18:36:25+00,a1279bb23bdb4fdbb4375a28d1ddf9fa
,,"313583682",way,12.5,hospital,hospital,St. Paul Health Care Centre,,,,,,,,,,,,,,,,,,,,,,,,88940268,3,2020/08/04 16:52:41+00,69ba709c448848769e2894365d8bf824
-122.931929170677,49.2222284600076,"9888882381",node,18.75,dentist,dentist,Dr Kofsky Dental Office,,,,,,,,,,,,,,,,,,,,"7617",6th Street,,,126029267,2,2022/09/10 20:30:39+00,82b7855dd2034fba9be3830deda2912e
-122.932448681036,49.2230393253206,"9888882385",node,18.75,,alternative,Pacific Health Sports Therapy Clinic,,,chiropractic,,,,,,,,,,,,,,,,,"7568",6th Street,,,138042976,2,2023/07/03 00:47:03+00,20bcb3a8808e44d593999651cf15f2bd
-122.931608059967,49.2223163861719,"9888882383",node,12.5,clinic,clinic,MedCare Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,138042976,3,2023/07/03 00:47:04+00,bc1532d7cb684720ae88b5a6995edb54
-122.893423964784,49.2455961164079,"9889021217",node,12.5,clinic,clinic,Evergreen Health Clinic,,,,,,,,,,,,,,,,,,,,,,,,143980852,2,2023/11/13 17:51:29+00,cf09fbd45572467ab85b3d8c2d00dcbf
-122.89316806528,49.2451777756205,"9889039637",node,9.375,,alternative,Core Gen,,,,,,,,,,,,,,,,,,,,,,,,123638145,1,2022/07/15 07:19:40+00,e54bd2bc918b4e5ba7cca461313d9610
-122.893169909298,49.2450115624806,"9889039639",node,9.375,,alternative,Aromatears,,,,,,,,,,,,,,,,,,,,,,,,123638145,1,2022/07/15 07:19:40+00,9c7bff4367d340f99d80efc1f53120ba
-79.8520131266327,43.2506003849976,"9890016596",node,31.25,dentist,dentist,OMG PERIO,,,"periodontist;dental_implants;tooth_extraction;cosmetic_dentistry;dental_surgery;sedation_dentistry;scaling_and_root_planning;gum_recession;tissue_grafting",,,"Mo-Th 08:00-17:00; Fr 09:00-16:00",,,,,,,,,,,,,,"460",Main St E,L8N 1K4,Hamilton,124538741,2,2022/08/05 20:27:03+00,dbdcf22126094d45a5e902c2d75f546a
,,"313657342",way,31.25,hospital,hospital,The Perley and Rideau Veteran's Health Centre,The Perley and Rideau Veteran's Health Centre,City of Ottawa,,,,,,,,,,,no,,,,,,,"1750",Russell Road,,Ottawa,89311784,7,2020/08/12 15:20:09+00,505f7238fc4348d3ba50906b9cf8af61
-97.0708573227924,49.8543906753447,"9891515616",node,9.375,clinic,,OYA Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,140513650,2,2023/08/28 21:25:17+00,3e99b06181964e3e8e8065550f71a2cf
-97.0714940121575,49.8553115950463,"9891543194",node,9.375,dentist,,Southdale Square Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,123689883,1,2022/07/16 13:34:18+00,cac8064562c84b04ad8310c0c61d301a
-79.5654822090548,43.6255312958521,"9892162699",node,12.5,doctors,doctor,Dundas 427 Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,123870461,2,2022/07/21 00:50:19+00,3209219052e94802a7c47ee8769c3d0c
-66.221679608537,48.1099936624168,"9892546548",node,12.5,clinic,clinic,CLSC de St-Omer,,,,,,,,,,,,,,,,,,,,,,,,123706661,1,2022/07/17 02:19:04+00,7052c1d6956144de8d92c9214196619f
-63.0866712149428,46.2203079250024,"9893853128",node,12.5,pharmacy,pharmacy,Murphy’s,,,,,,,,,,,,,,,,,,,,,,,,123733736,1,2022/07/17 19:59:50+00,f4cbe44dbadb4981a6527ab077ad21e7
-122.950776466696,49.2189992479909,"9896518372",node,25,pharmacy,pharmacy,Shafa Pharmacy,Avicenna Pharmacy Ltd,,,,,,,,,,yes,,,,,,,,,"7333",Edmonds Street,,,123785243,1,2022/07/19 03:12:05+00,f42c24b807a4436da61f2cce3ce70984
-122.950196355177,49.2184929810392,"9896518392",node,15.625,,alternative,Drip Lounge,,,,,,,,,,,,,,,,,,,,"7330",Kingsway,,,123785243,1,2022/07/19 03:12:05+00,461af58a6f9e4de7bcf5cc891d4a091c
-63.1546087194589,44.7830034763274,"9898016552",node,21.875,dentist,dentist,TranscenDental Group,,,,,,,,,,,,,,,,,,,,"7772",Highway 7,,Musquodoboit Harbour,123818481,1,2022/07/19 17:33:36+00,8e01674d667f46dca286ca3f64d96d3a
-123.088831022011,49.0406275707737,"9901158015",node,28.125,clinic,clinic,South Delta Options for Sexual Health Clinic,Fraserhealth,,,,,Th 19:00-21:00,,,,,,,,,,,,,,"4949",Canoe Pass Way,V4M 0B2,,124368729,3,2022/08/02 01:16:05+00,ef5cc77ac4bb4069ab616b298c37c3b2
-122.843963862899,49.1912158373607,"9901275413",node,28.125,clinic,clinic,Surrey Options for Sexual Health Clinic,Fraserhealth,,,,,Tu 18:00-20:00,,,,,,,,,,,,,,"10362",King George Boulevard,V3T 2W5,,127593464,3,2022/10/15 23:55:46+00,ac786861f6984852904d9d0a87acee1e
,,"314061538",way,25,,physiotherapist,Health Bound Health Network,,,,,,Mo-Fr 09:00-18:00,,,,,,,,,,,,,,"240",James Street South,L8P 3B3,Hamilton,118839109,3,2022/03/23 21:26:42+00,7bc376262ce9498c94fad9725610e918
-122.790027405625,49.2742729540974,"9903193518",node,25,pharmacy,pharmacy,Medis Pharmacy Port Coquitlam,,,,,,,,,,,yes,,,,,,,,,"2755",Lougheed Highway,,Port Coquitlam,128798346,2,2022/11/12 01:41:14+00,2afbd6ce75ae41469249f31c53822658
-104.640463302782,50.4201889208483,"9904654487",node,18.75,dentist,dentist,Courtside Dental,,,,,,,,,,,,,,,,,,,,"3725",Pasqua Street,,,124581825,2,2022/08/07 02:18:26+00,8f6333df37c64f18a7dd87d340247636
-80.1050398170264,44.326184891867,"9905201403",node,12.5,,physiotherapist,Body & Balance Physio,,,physiotherapy,,,,,,,,,,,,,,,,,,,,,123960394,1,2022/07/23 02:44:35+00,4d6a8ef91d164542accf0906e34f2ed0
-120.272663519614,50.6800116583351,"9906085053",node,9.375,pharmacy,,Remedy's Rx,,,,,,,,,,,,,,,,,,,,,,,,143634740,2,2023/11/05 00:38:34+00,42df8fcac0d347e19f99b74d02c8c4df
-79.3954350189744,43.6710289368301,"1240464566",node,21.875,doctors,doctor,SpaMedica,,,,,,,,,,,,,,,,,,,,"66",Avenue Road,,Toronto,116167547,6,2022/01/14 23:21:12+00,42fc56afe76f4cada61a189b5b696475
-123.128359658282,49.2880538925621,"9906256198",node,25,dentist,dentist,Downtown Dental,,,,,,,,,,,,,,,,,,,,"1328",Alberni Street,V6E 4N9,Vancouver,127755769,3,2022/10/19 04:11:17+00,6f53dfed4e164e1d897ba3c0d643d6e4
-123.128248011331,49.2879740968438,"9906261663",node,18.75,clinic,clinic,,,,,,,,,,,,,,,,,,,,,"1318",Alberni Street,,Vancouver,127755769,4,2022/10/19 04:11:19+00,3a9c834d0ea64c678b3c524bb0777fd1
-123.128175004955,49.2879173513594,"9906267287",node,25,dentist,dentist,Alberni Dental Group,,,,,,,,,,,,,,,,,,,,"1308",Alberni Street,V6E 4N9,Vancouver,127755769,3,2022/10/19 04:11:18+00,ea63c4757acc4138827339647d8b85dc
-79.3957010605811,43.6715799631448,"1240464585",node,12.5,dentist,dentist,Yorkville Toronto Dental Specialists,,,,,,,,,,,,,,,,,,,,,,,,71973256,2,2019/07/07 04:46:02+00,ffdf406b8df148bb9fee9d0c525dfbc1
-102.978375070275,49.1471980213879,"9906809023",node,28.125,,alternative,King Street Chiropractic & Health Centre,,,chiropractic,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,"421",King Street,S4A 1K6,Estevan,124070288,5,2022/07/25 21:51:18+00,9a44b9e6ef134997a5b250ea11bbcb96
-102.977996040614,49.1471966802834,"9906809024",node,31.25,dentist,dentist,Scotsburn Dental,,,dentist,,,"Mo-Th 08:00-16:00; Fr 08:00-02:00",,,,,,,,,,,,,,"421",King Street,S4A 1K6,Estevan,143021682,4,2023/10/23 14:33:28+00,d93bff5fad1f4ff8a5179ac2ca97ba9d
-102.972110938758,49.1478526480257,"9906824279",node,28.125,doctors,doctor,Estevan Medical Clinic,,,general,,,,,,,,,,,,,,,,,"137",King Street,S4A 2T5,Estevan,124010051,2,2022/07/24 13:33:06+00,8395e542d1704ca58ce827abdd488744
,,"314202429",way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,140678719,6,2023/09/01 13:02:48+00,061bbf8436d14587ad86bc28627976f1
-123.355622809072,48.41562408748,"9907259707",node,34.375,dentist,dentist,Cook Street Village Dental,Dr David Thode,,"dentistry;cosmetic_dentistry",,,Mo-Fr 08:00-16:30,,,,,,,,,,,,,,"355",Cook Street,V8V 0C4,Victoria,135972209,3,2023/05/11 10:57:05+00,c3df8337696e41c28a4d9d4ca4730f5a
-80.5130927402804,43.4578527477894,"9908476752",node,18.75,,clinic,KW Vein Clinic,,,vascular_surgery,,,,,,,,,,,,,,,,,"932",King Street West,,,124028204,1,2022/07/25 01:05:32+00,32e2c8dde8b5496a9a1e375ca7dc87d7
-74.2147898797284,45.257431684984,"9908572451",node,12.5,pharmacy,pharmacy,Jean Coutu,,,,,,,,,,,,,,,,,,,,,,,,124028602,1,2022/07/25 01:42:56+00,9285de7df3fa437e8e85d3484830dd2a
-78.9588219341231,43.9160555197399,"9910086308",node,31.25,dentist,dentist,Taunton Orthodontics,,,orthodontics,,,"Mo-Th 08:30-17:00, Fr 8:30-17:00",,,,,,,,,,,,,,"140",Taunton Road West,L1R 3H8,Whitby,124062245,1,2022/07/25 17:25:50+00,872b854538e24eb4815d86f665e60666
,,"314342086",way,21.875,,alternative,Centre Chiropractique Familial Chouinard,,,chiropractic,,,,,,,,,,,,,,,,,"15",Rue Du Barry,J8T 5Y6,,78074504,4,2019/12/06 22:48:40+00,4ed9df1a5f38472a9118101c57b7b3e0
,,"314343988",way,18.75,doctors,,Carlington Community Health Centre,,City of Ottawa,,,,,,,,,,,,,,,,,,"900",Merivale Road,,,131443569,10,2023/01/19 02:28:38+00,cb5c8f51c0744677b114a73dc4ae7074
,,"314352098",way,21.875,pharmacy,pharmacy,Proxim,,,,,,,,,,,,,,,,,,,,"378",Boulevard Maloney Est,J8P 1E6,,134739468,6,2023/04/10 16:24:22+00,b5eb7a69a0cf46abba4d0421981b668b
,,"314358201",way,28.125,pharmacy,pharmacy,Pharmacie Jean Coutu,,,,,,,,,,,yes,,,,,,,,,"6200",Chemin de la Côte-des-Neiges,H3S 2A1,Montréal,110010094,4,2021/08/21 01:06:22+00,2485de8750b54fc2af18aea325409cbf
-79.4061296568716,43.6534872898686,"9915250144",node,28.125,,optometrist,Eye First Eyecare,,,,,,Mo-Fr 09:00-17:00,,,,,,yes,,,,,,,,"399",Bathurst Street,M5T 2S8,Toronto,124205166,5,2022/07/28 22:10:06+00,3aafeb9a024943b4a0fb73b4c1cf44b3
-79.6015223810442,43.6228302275544,"9918099140",node,12.5,pharmacy,pharmacy,Professional Medical Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,125085448,2,2022/08/19 01:57:31+00,cf2de091ed374a97b7c05f6522c0e12c
-122.310902732801,49.0526462979152,"9920094360",node,9.375,pharmacy,,Community Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,124249831,1,2022/07/29 22:20:16+00,40116a2c2fb14585bc225a762dd1680e
