agency,lat,lon,date,hectares,cause,response_type,biome
BC,59.376,-126.728,1951-07-07,0.1,H, ,Boreal Cordillera,973.074036
BC,58.847,-125.229,1950-05-05,841.7,H, ,Boreal Cordillera,701.205933
BC,57.655,-131.621,1951-06-30,35.4,H, ,Boreal Cordillera,115.70607
BC,58.713,-132.979,1951-06-15,68.7,H, ,Boreal Cordillera,752.341919
BC,57.76,-131.566,1951-09-02,8.4,H, ,Boreal Cordillera,576.34845
BC,57.626,-131.729,1952-06-24,2201.4,H, ,Boreal Cordillera,964.399048
BC,58.434,-130.062,1950-06-22,12.1,L, ,Boreal Cordillera,1117.704468
BC,58.184,-130.729,1951-05-15,12949.9,H, ,Boreal Cordillera,534.889221
BC,57.905,-131.066,1952-04-01,9761.0,H, ,Boreal Cordillera,685.191589
BC,58.789,-131.979,1952-08-01,1.2,H, ,Boreal Cordillera,408.138397
BC,57.934,-131.175,1953-07-25,0.1,H, ,Boreal Cordillera,438.598846
BC,57.905,-131.175,1953-08-13,0.2,H, ,Boreal Cordillera,286.227386
BC,58.492,-129.479,1951-07-06,18.2,H, ,Boreal Cordillera,1271.140381
BC,56.789,-122.07,1950-07-29,99767.297,H, ,Boreal PLain,795.504028
BC,56.76,-121.267,1950-07-31,57.8,H, ,Boreal PLain,776.498657
BC,56.713,-121.82,1950-07-29,1035.9,H, ,Boreal PLain,891.852234
BC,56.789,-121.32,1950-08-26,76663.70299999998,H, ,Boreal PLain,812.606995
agency,lat,lon,date,hectares,cause,response_type,biome,elevation
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera,691.024353
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera,836.185486
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera,849.300293
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera,953.18988
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera,438.5159
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera,1154.264282
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera,438.5
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain,1099.751343
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain,1203.319092
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain,811.839417
BC,59.318,-133.228,1950-06-22,5179.9,L, ,Boreal Cordillera,1315.639526
BC,59.568,-133.502,1950-06-09,1.2,H, ,Boreal Cordillera,1295.734009
BC,59.626,-133.365,1950-06-13,194.2,H, ,Boreal Cordillera,1059.252319
BC,59.655,-133.672,1951-06-07,4.4,H, ,Boreal Cordillera,779.115173
BC,59.713,-134.172,1951-08-07,894.7,H, ,Boreal Cordillera,705.283447
BC,59.626,-133.615,1951-08-29,2.0,H, ,Boreal Cordillera,1142.459473
BC,59.876,-133.478,1951-09-01,550.3,H, ,Boreal Cordillera,953.135376
BC,59.626,-133.422,1951-09-02,0.1,H, ,Boreal Cordillera,916.725586
BC,59.097,-132.978,1952-07-07,161.8,L, ,Boreal Cordillera,779.15033
BC,59.963,-133.808,1952-08-27,0.1,H, ,Boreal Cordillera,668.0
BC,58.905,-123.173,1950-06-30,0.1,L, ,Taiga Plain,511.593231
BC,58.789,-122.729,1950-04-29,0.1,H, ,Taiga Plain,391.653412
BC,58.818,-122.729,1950-06-18,424.9,L, ,Taiga Plain,442.22702
BC,58.789,-122.729,1950-08-22,0.1,H, ,Taiga Plain,391.653412
BC,58.818,-122.868,1952-05-05,8.4,H, ,Taiga Plain,396.995361
BC,58.789,-122.673,1952-03-01,0.6,H, ,Taiga Plain,314.029144
BC,58.818,-122.757,1952-08-02,0.1,H, ,Taiga Plain,434.164307
BC,58.818,-123.562,1953-06-20,0.1,H, ,Taiga Plain,418.294189
BC,56.76,-124.82,1950-06-23,113.3,H, ,Boreal Cordillera,667.5
BC,57.01,-125.121,1952-05-20,2.0,H, ,Boreal Cordillera,685.645264
BC,59.318,-129.228,1952-06-01,131.5,H, ,Boreal Cordillera,989.196228
BC,57.568,-131.729,1952-06-01,0.4,H, ,Pacific Maritime,95.5
BC,56.492,-130.427,1953-03-01,0.1,L, ,Pacific Maritime,638.157776
BC,59.376,-126.728,1951-07-07,0.1,H, ,Boreal Cordillera,973.074036
BC,58.847,-125.229,1950-05-05,841.7,H, ,Boreal Cordillera,701.205933
BC,57.655,-131.621,1951-06-30,35.4,H, ,Boreal Cordillera,115.70607
BC,58.713,-132.979,1951-06-15,68.7,H, ,Boreal Cordillera,752.341919
BC,57.76,-131.566,1951-09-02,8.4,H, ,Boreal Cordillera,576.34845
BC,57.626,-131.729,1952-06-24,2201.4,H, ,Boreal Cordillera,964.399048
BC,58.434,-130.062,1950-06-22,12.1,L, ,Boreal Cordillera,1117.704468
BC,58.184,-130.729,1951-05-15,12949.9,H, ,Boreal Cordillera,534.889221
BC,57.905,-131.066,1952-04-01,9761.0,H, ,Boreal Cordillera,685.191589
BC,58.789,-131.979,1952-08-01,1.2,H, ,Boreal Cordillera,408.138397
BC,57.934,-131.175,1953-07-25,0.1,H, ,Boreal Cordillera,438.598846
BC,57.905,-131.175,1953-08-13,0.2,H, ,Boreal Cordillera,286.227386
BC,58.492,-129.479,1951-07-06,18.2,H, ,Boreal Cordillera,1271.140381
BC,56.789,-122.07,1950-07-29,99767.297,H, ,Boreal PLain,795.504028
BC,56.76,-121.267,1950-07-31,57.8,H, ,Boreal PLain,776.498657
BC,56.713,-121.82,1950-07-29,1035.9,H, ,Boreal PLain,891.852234
BC,56.789,-121.32,1950-08-26,76663.70299999998,H, ,Boreal PLain,812.606995
agency,lat,lon,date,hectares,cause,response_type,biome
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain
BC,59.318,-133.228,1950-06-22,5179.9,L, ,Boreal Cordillera
BC,59.568,-133.502,1950-06-09,1.2,H, ,Boreal Cordillera
BC,59.626,-133.365,1950-06-13,194.2,H, ,Boreal Cordillera
BC,59.655,-133.672,1951-06-07,4.4,H, ,Boreal Cordillera
BC,59.713,-134.172,1951-08-07,894.7,H, ,Boreal Cordillera
BC,59.626,-133.615,1951-08-29,2.0,H, ,Boreal Cordillera
BC,59.876,-133.478,1951-09-01,550.3,H, ,Boreal Cordillera
BC,59.626,-133.422,1951-09-02,0.1,H, ,Boreal Cordillera
BC,59.097,-132.978,1952-07-07,161.8,L, ,Boreal Cordillera
BC,59.963,-133.808,1952-08-27,0.1,H, ,Boreal Cordillera
BC,58.905,-123.173,1950-06-30,0.1,L, ,Taiga Plain
BC,58.789,-122.729,1950-04-29,0.1,H, ,Taiga Plain
BC,58.818,-122.729,1950-06-18,424.9,L, ,Taiga Plain
BC,58.789,-122.729,1950-08-22,0.1,H, ,Taiga Plain
BC,58.818,-122.868,1952-05-05,8.4,H, ,Taiga Plain
BC,58.789,-122.673,1952-03-01,0.6,H, ,Taiga Plain
BC,58.818,-122.757,1952-08-02,0.1,H, ,Taiga Plain
BC,58.818,-123.562,1953-06-20,0.1,H, ,Taiga Plain
BC,56.76,-124.82,1950-06-23,113.3,H, ,Boreal Cordillera
BC,57.01,-125.121,1952-05-20,2.0,H, ,Boreal Cordillera
BC,59.318,-129.228,1952-06-01,131.5,H, ,Boreal Cordillera
BC,57.568,-131.729,1952-06-01,0.4,H, ,Pacific Maritime
BC,56.492,-130.427,1953-03-01,0.1,L, ,Pacific Maritime
BC,59.376,-126.728,1951-07-07,0.1,H, ,Boreal Cordillera
BC,58.847,-125.229,1950-05-05,841.7,H, ,Boreal Cordillera
BC,57.655,-131.621,1951-06-30,35.4,H, ,Boreal Cordillera
BC,58.713,-132.979,1951-06-15,68.7,H, ,Boreal Cordillera
BC,57.76,-131.566,1951-09-02,8.4,H, ,Boreal Cordillera
BC,57.626,-131.729,1952-06-24,2201.4,H, ,Boreal Cordillera
BC,58.434,-130.062,1950-06-22,12.1,L, ,Boreal Cordillera
BC,58.184,-130.729,1951-05-15,12949.9,H, ,Boreal Cordillera
BC,57.905,-131.066,1952-04-01,9761.0,H, ,Boreal Cordillera
BC,58.789,-131.979,1952-08-01,1.2,H, ,Boreal Cordillera
BC,57.934,-131.175,1953-07-25,0.1,H, ,Boreal Cordillera
BC,57.905,-131.175,1953-08-13,0.2,H, ,Boreal Cordillera
BC,58.492,-129.479,1951-07-06,18.2,H, ,Boreal Cordillera
BC,56.789,-122.07,1950-07-29,99767.297,H, ,Boreal PLain
BC,56.76,-121.267,1950-07-31,57.8,H, ,Boreal PLain
BC,56.713,-121.82,1950-07-29,1035.9,H, ,Boreal PLain
BC,56.789,-121.32,1950-08-26,76663.70299999998,H, ,Boreal PLain
BC,56.905,-122.017,1950-04-22,0.1,H, ,Boreal PLain
BC,56.568,-120.98,1950-05-23,256.9,H, ,Boreal PLain
BC,56.568,-120.98,1950-05-24,14.5,H, ,Boreal PLain
BC,56.568,-120.927,1950-06-01,76922.70299999998,H, ,Boreal PLain
BC,56.492,-121.124,1950-06-07,781.0,H, ,Boreal PLain
BC,56.376,-120.98,1950-06-12,1902.0,H, ,Boreal PLain
BC,56.626,-121.23,1950-06-17,0.1,H, ,Boreal PLain
BC,56.463,-121.177,1950-06-13,0.1,L, ,Boreal PLain
BC,56.789,-121.98,1952-05-01,1.2,H, ,Boreal PLain
BC,56.742,-122.374,1952-05-05,4.0,H, ,Boreal PLain
BC,56.539,-122.427,1952-05-05,21.8,H, ,Boreal PLain
BC,56.568,-121.427,1952-05-31,0.8,H, ,Boreal PLain
BC,56.347,-121.07,1952-05-28,97.1,H, ,Boreal PLain
BC,56.713,-121.82,1952-08-17,0.1,H, ,Boreal PLain
BC,56.318,-121.017,1952-10-05,4.0,H, ,Boreal PLain
BC,55.76,-123.626,1950-07-04,1294.9,L, ,Montane Cordillera
BC,56.289,-124.017,1953-05-20,404.6,H, ,Montane Cordillera
BC,55.992,-122.126,1950-09-21,1.2,H, ,Montane Cordillera
BC,55.992,-121.126,1950-06-29,242.8,L, ,Boreal PLain
BC,55.655,-120.98,1950-09-19,80.9,H, ,Boreal PLain
BC,55.818,-120.626,1950-09-20,2929.9,H, ,Boreal PLain
BC,56.039,-120.624,1950-09-20,560.4,H, ,Boreal PLain
BC,55.992,-121.126,1950-09-17,36.4,H, ,Boreal PLain
BC,55.992,-120.428,1950-09-20,48.5,H, ,Boreal PLain
BC,55.963,-120.73,1950-09-20,23067.1,H, ,Boreal PLain
BC,56.068,-120.48,1950-09-20,3366.9,H, ,Boreal PLain
BC,56.318,-120.73,1950-09-22,1968.3,H, ,Boreal PLain
BC,56.434,-120.48,1950-09-21,7510.899999999999,H, ,Boreal PLain
BC,55.655,-121.678,1950-05-09,643.4,H, ,Boreal PLain
BC,55.655,-120.98,1950-06-01,647.4,H, ,Boreal PLain
agency,lat,lon,date,hectares,cause,response_type,biome
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain
BC,59.318,-133.228,1950-06-22,5179.9,L, ,Boreal Cordillera
BC,59.568,-133.502,1950-06-09,1.2,H, ,Boreal Cordillera
BC,59.626,-133.365,1950-06-13,194.2,H, ,Boreal Cordillera
BC,59.655,-133.672,1951-06-07,4.4,H, ,Boreal Cordillera
BC,59.713,-134.172,1951-08-07,894.7,H, ,Boreal Cordillera
BC,59.626,-133.615,1951-08-29,2.0,H, ,Boreal Cordillera
BC,59.876,-133.478,1951-09-01,550.3,H, ,Boreal Cordillera
BC,59.626,-133.422,1951-09-02,0.1,H, ,Boreal Cordillera
BC,59.097,-132.978,1952-07-07,161.8,L, ,Boreal Cordillera
BC,59.963,-133.808,1952-08-27,0.1,H, ,Boreal Cordillera
BC,58.905,-123.173,1950-06-30,0.1,L, ,Taiga Plain
BC,58.789,-122.729,1950-04-29,0.1,H, ,Taiga Plain
BC,58.818,-122.729,1950-06-18,424.9,L, ,Taiga Plain
BC,58.789,-122.729,1950-08-22,0.1,H, ,Taiga Plain
BC,58.818,-122.868,1952-05-05,8.4,H, ,Taiga Plain
BC,58.789,-122.673,1952-03-01,0.6,H, ,Taiga Plain
BC,58.818,-122.757,1952-08-02,0.1,H, ,Taiga Plain
BC,58.818,-123.562,1953-06-20,0.1,H, ,Taiga Plain
BC,56.76,-124.82,1950-06-23,113.3,H, ,Boreal Cordillera
BC,57.01,-125.121,1952-05-20,2.0,H, ,Boreal Cordillera
BC,59.318,-129.228,1952-06-01,131.5,H, ,Boreal Cordillera
BC,57.568,-131.729,1952-06-01,0.4,H, ,Pacific Maritime
BC,56.492,-130.427,1953-03-01,0.1,L, ,Pacific Maritime
BC,59.376,-126.728,1951-07-07,0.1,H, ,Boreal Cordillera
BC,58.847,-125.229,1950-05-05,841.7,H, ,Boreal Cordillera
BC,57.655,-131.621,1951-06-30,35.4,H, ,Boreal Cordillera
BC,58.713,-132.979,1951-06-15,68.7,H, ,Boreal Cordillera
BC,57.76,-131.566,1951-09-02,8.4,H, ,Boreal Cordillera
BC,57.626,-131.729,1952-06-24,2201.4,H, ,Boreal Cordillera
BC,58.434,-130.062,1950-06-22,12.1,L, ,Boreal Cordillera
BC,58.184,-130.729,1951-05-15,12949.9,H, ,Boreal Cordillera
BC,57.905,-131.066,1952-04-01,9761.0,H, ,Boreal Cordillera
BC,58.789,-131.979,1952-08-01,1.2,H, ,Boreal Cordillera
BC,57.934,-131.175,1953-07-25,0.1,H, ,Boreal Cordillera
BC,57.905,-131.175,1953-08-13,0.2,H, ,Boreal Cordillera
BC,58.492,-129.479,1951-07-06,18.2,H, ,Boreal Cordillera
BC,56.789,-122.07,1950-07-29,99767.297,H, ,Boreal PLain
BC,56.76,-121.267,1950-07-31,57.8,H, ,Boreal PLain
BC,56.713,-121.82,1950-07-29,1035.9,H, ,Boreal PLain
BC,56.789,-121.32,1950-08-26,76663.70299999998,H, ,Boreal PLain
BC,56.905,-122.017,1950-04-22,0.1,H, ,Boreal PLain
BC,56.568,-120.98,1950-05-23,256.9,H, ,Boreal PLain
BC,56.568,-120.98,1950-05-24,14.5,H, ,Boreal PLain
BC,56.568,-120.927,1950-06-01,76922.70299999998,H, ,Boreal PLain
BC,56.492,-121.124,1950-06-07,781.0,H, ,Boreal PLain
BC,56.376,-120.98,1950-06-12,1902.0,H, ,Boreal PLain
BC,56.626,-121.23,1950-06-17,0.1,H, ,Boreal PLain
BC,56.463,-121.177,1950-06-13,0.1,L, ,Boreal PLain
BC,56.789,-121.98,1952-05-01,1.2,H, ,Boreal PLain
BC,56.742,-122.374,1952-05-05,4.0,H, ,Boreal PLain
BC,56.539,-122.427,1952-05-05,21.8,H, ,Boreal PLain
BC,56.568,-121.427,1952-05-31,0.8,H, ,Boreal PLain
BC,56.347,-121.07,1952-05-28,97.1,H, ,Boreal PLain
BC,56.713,-121.82,1952-08-17,0.1,H, ,Boreal PLain
BC,56.318,-121.017,1952-10-05,4.0,H, ,Boreal PLain
BC,55.76,-123.626,1950-07-04,1294.9,L, ,Montane Cordillera
BC,56.289,-124.017,1953-05-20,404.6,H, ,Montane Cordillera
BC,55.992,-122.126,1950-09-21,1.2,H, ,Montane Cordillera
BC,55.992,-121.126,1950-06-29,242.8,L, ,Boreal PLain
BC,55.655,-120.98,1950-09-19,80.9,H, ,Boreal PLain
BC,55.818,-120.626,1950-09-20,2929.9,H, ,Boreal PLain
BC,56.039,-120.624,1950-09-20,560.4,H, ,Boreal PLain
BC,55.992,-121.126,1950-09-17,36.4,H, ,Boreal PLain
BC,55.992,-120.428,1950-09-20,48.5,H, ,Boreal PLain
BC,55.963,-120.73,1950-09-20,23067.1,H, ,Boreal PLain
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera,691.024353
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera,836.185486
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera,849.300293
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera,953.18988
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera,438.5159
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera,1154.264282
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera,438.5
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain,1099.751343
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain,1203.319092
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain,811.839417
BC,59.318,-133.228,1950-06-22,5179.9,L, ,Boreal Cordillera,1315.639526
BC,59.568,-133.502,1950-06-09,1.2,H, ,Boreal Cordillera,1295.734009
BC,59.626,-133.365,1950-06-13,194.2,H, ,Boreal Cordillera,1059.252319
BC,59.655,-133.672,1951-06-07,4.4,H, ,Boreal Cordillera,779.115173
BC,59.713,-134.172,1951-08-07,894.7,H, ,Boreal Cordillera,705.283447
BC,59.626,-133.615,1951-08-29,2.0,H, ,Boreal Cordillera,1142.459473
BC,59.876,-133.478,1951-09-01,550.3,H, ,Boreal Cordillera,953.135376
BC,59.626,-133.422,1951-09-02,0.1,H, ,Boreal Cordillera,916.725586
BC,59.097,-132.978,1952-07-07,161.8,L, ,Boreal Cordillera,779.15033
BC,59.963,-133.808,1952-08-27,0.1,H, ,Boreal Cordillera,668.0
BC,58.905,-123.173,1950-06-30,0.1,L, ,Taiga Plain,511.593231
BC,58.789,-122.729,1950-04-29,0.1,H, ,Taiga Plain,391.653412
BC,58.818,-122.729,1950-06-18,424.9,L, ,Taiga Plain,442.22702
BC,58.789,-122.729,1950-08-22,0.1,H, ,Taiga Plain,391.653412
BC,58.818,-122.868,1952-05-05,8.4,H, ,Taiga Plain,396.995361
BC,58.789,-122.673,1952-03-01,0.6,H, ,Taiga Plain,314.029144
BC,58.818,-122.757,1952-08-02,0.1,H, ,Taiga Plain,434.164307
BC,58.818,-123.562,1953-06-20,0.1,H, ,Taiga Plain,418.294189
BC,56.76,-124.82,1950-06-23,113.3,H, ,Boreal Cordillera,667.5
BC,57.01,-125.121,1952-05-20,2.0,H, ,Boreal Cordillera,685.645264
BC,59.318,-129.228,1952-06-01,131.5,H, ,Boreal Cordillera,989.196228
BC,57.568,-131.729,1952-06-01,0.4,H, ,Pacific Maritime,95.5
BC,56.492,-130.427,1953-03-01,0.1,L, ,Pacific Maritime,638.157776
BC,59.376,-126.728,1951-07-07,0.1,H, ,Boreal Cordillera,973.074036
BC,58.847,-125.229,1950-05-05,841.7,H, ,Boreal Cordillera,701.205933
BC,57.655,-131.621,1951-06-30,35.4,H, ,Boreal Cordillera,115.70607
BC,58.713,-132.979,1951-06-15,68.7,H, ,Boreal Cordillera,752.341919
BC,57.76,-131.566,1951-09-02,8.4,H, ,Boreal Cordillera,576.34845
BC,57.626,-131.729,1952-06-24,2201.4,H, ,Boreal Cordillera,964.399048
BC,58.434,-130.062,1950-06-22,12.1,L, ,Boreal Cordillera,1117.704468
BC,58.184,-130.729,1951-05-15,12949.9,H, ,Boreal Cordillera,534.889221
BC,57.905,-131.066,1952-04-01,9761.0,H, ,Boreal Cordillera,685.191589
BC,58.789,-131.979,1952-08-01,1.2,H, ,Boreal Cordillera,408.138397
BC,57.934,-131.175,1953-07-25,0.1,H, ,Boreal Cordillera,438.598846
BC,57.905,-131.175,1953-08-13,0.2,H, ,Boreal Cordillera,286.227386
BC,58.492,-129.479,1951-07-06,18.2,H, ,Boreal Cordillera,1271.140381
BC,56.789,-122.07,1950-07-29,99767.297,H, ,Boreal PLain,795.504028
BC,56.76,-121.267,1950-07-31,57.8,H, ,Boreal PLain,776.498657
BC,56.713,-121.82,1950-07-29,1035.9,H, ,Boreal PLain,891.852234
BC,56.789,-121.32,1950-08-26,76663.70299999998,H, ,Boreal PLain,812.606995
agency,lat,lon,date,hectares,cause,response_type,biome,elevation
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera,691.024353
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera,836.185486
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera,849.300293
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera,953.18988
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera,438.5159
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera,1154.264282
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera,438.5
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain,1099.751343
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain,1203.319092
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain,811.839417
BC,59.318,-133.228,1950-06-22,5179.9,L, ,Boreal Cordillera,1315.639526
BC,59.568,-133.502,1950-06-09,1.2,H, ,Boreal Cordillera,1295.734009
BC,59.626,-133.365,1950-06-13,194.2,H, ,Boreal Cordillera,1059.252319
BC,59.655,-133.672,1951-06-07,4.4,H, ,Boreal Cordillera,779.115173
BC,59.713,-134.172,1951-08-07,894.7,H, ,Boreal Cordillera,705.283447
BC,59.626,-133.615,1951-08-29,2.0,H, ,Boreal Cordillera,1142.459473
BC,59.876,-133.478,1951-09-01,550.3,H, ,Boreal Cordillera,953.135376
BC,59.626,-133.422,1951-09-02,0.1,H, ,Boreal Cordillera,916.725586
BC,59.097,-132.978,1952-07-07,161.8,L, ,Boreal Cordillera,779.15033
BC,59.963,-133.808,1952-08-27,0.1,H, ,Boreal Cordillera,668.0
BC,58.905,-123.173,1950-06-30,0.1,L, ,Taiga Plain,511.593231
BC,58.789,-122.729,1950-04-29,0.1,H, ,Taiga Plain,391.653412
BC,58.818,-122.729,1950-06-18,424.9,L, ,Taiga Plain,442.22702
BC,58.789,-122.729,1950-08-22,0.1,H, ,Taiga Plain,391.653412
BC,58.818,-122.868,1952-05-05,8.4,H, ,Taiga Plain,396.995361
BC,58.789,-122.673,1952-03-01,0.6,H, ,Taiga Plain,314.029144
BC,58.818,-122.757,1952-08-02,0.1,H, ,Taiga Plain,434.164307
BC,58.818,-123.562,1953-06-20,0.1,H, ,Taiga Plain,418.294189
BC,56.76,-124.82,1950-06-23,113.3,H, ,Boreal Cordillera,667.5
BC,57.01,-125.121,1952-05-20,2.0,H, ,Boreal Cordillera,685.645264
BC,59.318,-129.228,1952-06-01,131.5,H, ,Boreal Cordillera,989.196228
BC,57.568,-131.729,1952-06-01,0.4,H, ,Pacific Maritime,95.5
BC,56.492,-130.427,1953-03-01,0.1,L, ,Pacific Maritime,638.157776
BC,59.376,-126.728,1951-07-07,0.1,H, ,Boreal Cordillera,973.074036
BC,58.847,-125.229,1950-05-05,841.7,H, ,Boreal Cordillera,701.205933
BC,57.655,-131.621,1951-06-30,35.4,H, ,Boreal Cordillera,115.70607
BC,58.713,-132.979,1951-06-15,68.7,H, ,Boreal Cordillera,752.341919
BC,57.76,-131.566,1951-09-02,8.4,H, ,Boreal Cordillera,576.34845
BC,57.626,-131.729,1952-06-24,2201.4,H, ,Boreal Cordillera,964.399048
BC,58.434,-130.062,1950-06-22,12.1,L, ,Boreal Cordillera,1117.704468
BC,58.184,-130.729,1951-05-15,12949.9,H, ,Boreal Cordillera,534.889221
BC,57.905,-131.066,1952-04-01,9761.0,H, ,Boreal Cordillera,685.191589
BC,58.789,-131.979,1952-08-01,1.2,H, ,Boreal Cordillera,408.138397
BC,57.934,-131.175,1953-07-25,0.1,H, ,Boreal Cordillera,438.598846
BC,57.905,-131.175,1953-08-13,0.2,H, ,Boreal Cordillera,286.227386
BC,58.492,-129.479,1951-07-06,18.2,H, ,Boreal Cordillera,1271.140381
BC,56.789,-122.07,1950-07-29,99767.297,H, ,Boreal PLain,795.504028
BC,56.76,-121.267,1950-07-31,57.8,H, ,Boreal PLain,776.498657
BC,56.713,-121.82,1950-07-29,1035.9,H, ,Boreal PLain,891.852234
BC,56.789,-121.32,1950-08-26,76663.70299999998,H, ,Boreal PLain,812.606995
agency,lat,lon,date,hectares,cause,response_type,biome
BC,59.963,-128.172,1953-05-26,8.0,H, ,Boreal Cordillera
BC,59.318,-132.172,1950-06-22,8.0,L, ,Boreal Cordillera
BC,59.876,-131.922,1950-06-04,12949.9,H, ,Boreal Cordillera
BC,59.76,-132.808,1951-07-15,241.1,H, ,Boreal Cordillera
BC,59.434,-126.172,1952-06-12,1.2,H, ,Boreal Cordillera
BC,59.963,-136.502,1951-08-01,194.2,H, ,Boreal Cordillera
BC,59.597,-126.728,1952-08-11,0.6,H, ,Boreal Cordillera
BC,57.463,-122.816,1950-06-14,2071.9,L, ,Taiga Plain
BC,57.126,-122.762,1950-06-13,0.1,H, ,Taiga Plain
BC,57.684,-121.925,1953-05-01,7834.7,H, ,Taiga Plain
BC,59.318,-133.228,1950-06-22,5179.9,L, ,Boreal Cordillera
BC,59.568,-133.502,1950-06-09,1.2,H, ,Boreal Cordillera
BC,59.626,-133.365,1950-06-13,194.2,H, ,Boreal Cordillera
BC,59.655,-133.672,1951-06-07,4.4,H, ,Boreal Cordillera
BC,59.713,-134.172,1951-08-07,894.7,H, ,Boreal Cordillera
BC,59.626,-133.615,1951-08-29,2.0,H, ,Boreal Cordillera
BC,59.876,-133.478,1951-09-01,550.3,H, ,Boreal Cordillera
BC,59.626,-133.422,1951-09-02,0.1,H, ,Boreal Cordillera
BC,59.097,-132.978,1952-07-07,161.8,L, ,Boreal Cordillera
BC,59.963,-133.808,1952-08-27,0.1,H, ,Boreal Cordillera
BC,58.905,-123.173,1950-06-30,0.1,L, ,Taiga Plain
BC,58.789,-122.729,1950-04-29,0.1,H, ,Taiga Plain
BC,58.818,-122.729,1950-06-18,424.9,L, ,Taiga Plain
BC,58.789,-122.729,1950-08-22,0.1,H, ,Taiga Plain
BC,58.818,-122.868,1952-05-05,8.4,H, ,Taiga Plain
BC,58.789,-122.673,1952-03-01,0.6,H, ,Taiga Plain
BC,58.818,-122.757,1952-08-02,0.1,H, ,Taiga Plain
BC,58.818,-123.562,1953-06-20,0.1,H, ,Taiga Plain
BC,56.76,-124.82,1950-06-23,113.3,H, ,Boreal Cordillera
BC,57.01,-125.121,1952-05-20,2.0,H, ,Boreal Cordillera
BC,59.318,-129.228,1952-06-01,131.5,H, ,Boreal Cordillera
BC,57.568,-131.729,1952-06-01,0.4,H, ,Pacific Maritime
BC,56.492,-130.427,1953-03-01,0.1,L, ,Pacific Maritime
BC,59.376,-126.728,1951-07-07,0.1,H, ,Boreal Cordillera
