fire_id,agency,lat,lon,coords,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,COORDINATES,ELEVATION,CLIMATE_IDENTIFIER,fire_lat_radians,fire_lon_radians,clim_lat_radians,clim_lon_radians,distance
9617,BC,50.7858,-118.7674,"50.7858,-118.7674",2006-07-24,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8863794232593363,-2.072882174033113,0.8815658051823358,-2.0697859599400754,33.09938026584335
9618,BC,51.024,-119.1578,"51.024,-119.1578",2006-07-23,0.1,SEYMOUR ARM NINE MILE LIGHT,BC,51.04,-119.02,"51.04,-119.02",351.0,1167194,0.8905367975375867,-2.079695939432899,0.8908160502179058,-2.077290875723651,9.79291866724107
9619,BC,50.797,-119.0683,"50.797,-119.0683",2006-07-23,0.06,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8865749001355595,-2.078133869752364,0.8824384698083331,-2.0792107379008447,26.692613931819828
9620,BC,50.7835,-118.615,"50.7835,-118.615",2006-07-23,0.01,MALAKWA EAGLE R HATCHERY,BC,51.0,-118.39,"51.0,-118.39",404.0,1164830,0.8863392806865403,-2.070222292253074,0.8901179185171081,-2.066295301436087,28.767334608398293
9621,BC,50.8884,-118.8855,"50.8884,-118.8855",2006-08-07,0.1,SEYMOUR ARM NINE MILE LIGHT,BC,51.04,-119.02,"51.04,-119.02",351.0,1167194,0.8881701310718824,-2.0749434078797186,0.8908160502179058,-2.077290875723651,19.29809427509985
9622,BC,51.0496,-119.0969,"51.0496,-119.0969",2006-07-23,0.025,SEYMOUR ARM NINE MILE LIGHT,BC,51.04,-119.02,"51.04,-119.02",351.0,1167194,0.8909836018260973,-2.0786330339184347,0.8908160502179058,-2.077290875723651,5.477564515115085
9623,BC,51.1675,-119.1891,"51.1675,-119.1891",2006-07-23,0.04,SEYMOUR ARM NINE MILE LIGHT,BC,51.04,-119.02,"51.04,-119.02",351.0,1167194,0.8930413450141985,-2.0802422274887733,0.8908160502179058,-2.077290875723651,18.438197664357528
9624,BC,50.7744,-118.7062,"50.7744,-118.7062",2006-07-23,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8861804557246089,-2.071814032530893,0.8815658051823358,-2.0697859599400754,30.501253317139003
9625,BC,50.702,-118.752,"50.702,-118.752",2006-08-10,0.1,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8849168373461649,-2.072613393328306,0.8815658051823358,-2.0697859599400754,24.202453487965442
9626,BC,50.7181,-118.8202,"50.7181,-118.8202",2006-07-23,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.885197835355736,-2.073803707878166,0.8824384698083331,-2.0792107379008447,28.024325968093404
9627,BC,50.6571,-118.7772,"50.6571,-118.7772",2006-08-10,0.01,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8841331845120195,-2.0730532162998085,0.8815658051823358,-2.0697859599400754,21.01610408225276
9628,BC,50.7112,-118.7179,"50.7112,-118.7179",2006-08-10,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8850774076373484,-2.0720182360533763,0.8815658051823358,-2.0697859599400754,24.109016648508568
9629,BC,50.6234,-118.8113,"50.6234,-118.8113",2006-08-10,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8835450085540973,-2.073648373574739,0.8815658051823358,-2.0697859599400754,20.069728717424663
9630,BC,50.6953,-118.693,"50.6953,-118.693",2006-08-10,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8847999002862814,-2.0715836490696296,0.8815658051823358,-2.0697859599400754,21.835383984553435
9631,BC,50.9301,-119.4639,"50.9301,-119.4639",2006-08-14,0.009,ADAMS LAKE SKWAAM BAY,BC,51.05,-119.48,"51.05,-119.48",457.2,1160075,0.888897933369964,-2.085038392273254,0.8909905831431052,-2.085319390282825,13.371409479946738
9632,BC,51.0725,-118.6643,"51.0725,-118.6643",2006-08-10,0.009,SEYMOUR ARM,BC,51.15,-118.57,"51.15,-118.57",351.1,1167193,0.8913832822248039,-2.071082739574307,0.8927359123950995,-2.0694368940896766,10.837509477137534
9633,BC,51.2875,-118.9993,"51.2875,-118.9993",2006-08-10,0.009,AVOLA,BC,51.47,-119.2,"51.47,-119.2",609.6,1160565,0.8951357401165918,-2.0769295925684883,0.8983209660014814,-2.080432468377241,24.598325860938033
9634,BC,51.064,-118.6837,"51.064,-118.6837",2006-08-10,0.02,SEYMOUR ARM,BC,51.15,-118.57,"51.15,-118.57",351.1,1167193,0.8912349292383844,-2.071421333449194,0.8927359123950995,-2.0694368940896766,12.420350177413539
9635,BC,50.7943,-118.5948,"50.7943,-118.5948",2006-08-10,0.009,MALAKWA EAGLE R HATCHERY,BC,51.0,-118.39,"51.0,-118.39",404.0,1164830,0.8865277762457557,-2.069869735744171,0.8901179185171081,-2.066295301436087,26.991589908152616
9636,BC,50.866,-118.4322,"50.866,-118.4322",2006-08-10,0.009,MALAKWA EAGLE R HATCHERY,BC,51.0,-118.39,"51.0,-118.39",404.0,1164830,0.8877791773194357,-2.0670318303804285,0.8901179185171081,-2.066295301436087,15.181222632879683
9637,BC,50.7923,-119.0781,"50.7923,-119.0781",2006-08-19,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8864928696607158,-2.07830491201906,0.8824384698083331,-2.0792107379008447,26.071803681189124
9638,BC,50.8591,-118.9523,"50.8591,-118.9523",2006-08-19,0.009,SEYMOUR ARM NINE MILE LIGHT,BC,51.04,-119.02,"51.04,-119.02",351.0,1167194,0.8876587496010481,-2.0761092878200507,0.8908160502179058,-2.077290875723651,20.6537121869813
9639,BC,50.8248,-118.8678,"50.8248,-118.8678",2006-08-22,0.1,SEYMOUR ARM NINE MILE LIGHT,BC,51.04,-119.02,"51.04,-119.02",351.0,1167194,0.8870601016676141,-2.074634484602116,0.8908160502179058,-2.077290875723651,26.18217486150377
9640,BC,50.7558,-118.8467,"50.7558,-118.8467",2006-08-22,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8858558244837379,-2.0742662201299447,0.8824384698083331,-2.0792107379008447,29.525173668517503
9641,BC,50.658,-119.0219,"50.658,-119.0219",2006-08-22,0.03,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8841488924752875,-2.077324036979439,0.8824384698083331,-2.0792107379008447,13.293333939699615
9642,BC,50.6148,-118.9458,"50.6148,-118.9458",2006-08-22,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.883394910238426,-2.0759958414186714,0.8824384698083331,-2.0792107379008447,14.351934768320472
9643,BC,50.8785,-118.6873,"50.8785,-118.6873",2006-08-22,0.009,MALAKWA EAGLE R HATCHERY,BC,51.0,-118.39,"51.0,-118.39",404.0,1164830,0.887997343475935,-2.071484165302266,0.8901179185171081,-2.066295301436087,24.813291694272547
9644,BC,50.6228,-118.942,"50.6228,-118.942",2006-08-22,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8835345365785854,-2.0759295189070954,0.8824384698083331,-2.0792107379008447,14.986868291987136
9645,BC,50.6207,-118.97,"50.6207,-118.97",2006-08-22,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8834978846642936,-2.076418211097654,0.8824384698083331,-2.0792107379008447,13.1496797064195
9646,BC,50.6235,-119.0133,"50.6235,-119.0133",2006-08-22,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8835467538833495,-2.0771739386637673,0.8824384698083331,-2.0792107379008447,10.843093158960093
9647,BC,51.5369,-118.9025,"51.5369,-118.9025",2006-08-23,0.009,AVOLA,BC,51.47,-119.2,"51.47,-119.2",609.6,1160565,0.8994885912710656,-2.0752401138525576,0.8983209660014814,-2.080432468377241,21.880274006395414
9648,BC,50.614,-119.0294,"50.614,-119.0294",2006-08-22,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8833809476044099,-2.0774549366733384,0.8824384698083331,-2.0792107379008447,9.294451318550859
9649,BC,50.5983,-118.9447,"50.5983,-118.9447",2006-08-22,0.009,SICAMOUS,BC,50.48,-119.0,"50.48,-119.0",426.7,1167275,0.8831069309118469,-2.075976642796899,0.8810422064067375,-2.076941809873252,13.713994377725793
9650,BC,50.6478,-118.8137,"50.6478,-118.8137",2006-08-22,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8839708688915839,-2.0736902614767865,0.8815658051823358,-2.0697859599400754,21.992608379886047
9651,BC,50.8057,-118.761,"50.8057,-118.761",2006-08-22,245.0,SEYMOUR ARM NINE MILE LIGHT,BC,51.04,-119.02,"51.04,-119.02",351.0,1167194,0.8867267437804831,-2.0727704729609857,0.8908160502179058,-2.077290875723651,31.73428016946802
9652,BC,50.7637,-118.6233,"50.7637,-118.6233",2006-08-31,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8859937054946455,-2.0703671545809894,0.8815658051823358,-2.0697859599400754,28.289961373461107
9653,BC,51.2467,-119.2283,"51.2467,-119.2283",2006-07-23,0.2,VAVENBY,BC,51.3434,-119.4641,"51.3434,-119.4641",445.0,1168520,0.894423645781778,-2.0809263965555553,0.8961113791684566,-2.085041882931758,19.594540068021725
9654,BC,51.0565,-118.6725,"51.0565,-118.6725",2006-08-30,0.04,SEYMOUR ARM,BC,51.15,-118.57,"51.15,-118.57",351.1,1167193,0.8911040295444849,-2.071225856572971,0.8927359123950995,-2.0694368940896766,12.613885554433848
9655,BC,50.9981,-119.3681,"50.9981,-119.3681",2006-09-09,0.009,ADAMS LAKE SKWAAM BAY,BC,51.05,-119.48,"51.05,-119.48",457.2,1160075,0.8900847572613202,-2.083366366849843,0.8909905831431052,-2.085319390282825,9.71793847713561
9656,BC,51.0709,-119.3946,"51.0709,-119.3946",2006-09-09,0.009,ADAMS LAKE SKWAAM BAY,BC,51.05,-119.48,"51.05,-119.48",457.2,1160075,0.891355356956772,-2.0838288791016217,0.8909905831431052,-2.085319390282825,6.4007467923186585
9657,BC,51.0843,-119.4129,"51.0843,-119.4129",2006-09-09,0.009,SAMATOSUM MOUNTAIN MINE,BC,51.1,-119.49,"51.1,-119.49",1145.0,1167008,0.8915892310765393,-2.0841482743547366,0.8918632477691024,-2.0854939232080243,5.656901534506835
9658,BC,50.9491,-119.4069,"50.9491,-119.4069",2006-09-09,0.009,ADAMS LAKE SKWAAM BAY,BC,51.05,-119.48,"51.05,-119.48",457.2,1160075,0.889229545927843,-2.0840435545996168,0.8909905831431052,-2.085319390282825,12.322945041962527
9659,BC,50.571,-119.0758,"50.571,-119.0758",2006-09-09,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8826304560260524,-2.078264769446264,0.8824384698083331,-2.0792107379008447,4.016308216143853
9660,BC,50.7233,-119.0981,"50.7233,-119.0981",2006-09-09,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8852885924768398,-2.078653977869459,0.8824384698083331,-2.0792107379008447,18.285447665743767
9661,BC,51.1023,-119.4828,"51.1023,-119.4828",2006-09-09,0.009,SAMATOSUM MOUNTAIN MINE,BC,51.1,-119.49,"51.1,-119.49",1145.0,1167008,0.8919033903418983,-2.0853682595018808,0.8918632477691024,-2.0854939232080243,0.5636951509435584
9662,BC,51.2723,-119.232,"51.2723,-119.232",2006-09-09,0.009,VAVENBY,BC,51.3434,-119.4641,"51.3434,-119.4641",445.0,1168520,0.8948704500702886,-2.080990973737879,0.8961113791684566,-2.085041882931758,17.95537234412961
9663,BC,51.2765,-119.2306,"51.2765,-119.2306",2006-09-09,0.1,VAVENBY,BC,51.3434,-119.4641,"51.3434,-119.4641",445.0,1168520,0.8949437538988724,-2.080966539128351,0.8961113791684566,-2.085041882931758,17.842635644617175
9664,BC,51.2443,-118.7905,"51.2443,-118.7905",2006-08-10,0.009,SEYMOUR ARM,BC,51.15,-118.57,"51.15,-118.57",351.1,1167193,0.8943817578797303,-2.073285345090324,0.8927359123950995,-2.0694368940896766,18.589705629706575
9665,BC,51.0263,-119.4087,"51.0263,-119.4087",2006-09-09,0.009,ADAMS LAKE SKWAAM BAY,BC,51.05,-119.48,"51.05,-119.48",457.2,1160075,0.8905769401103826,-2.084074970526153,0.8909905831431052,-2.085319390282825,5.635418329827051
9666,BC,50.9632,-118.6365,"50.9632,-118.6365",2006-09-12,0.009,MALAKWA EAGLE R HATCHERY,BC,51.0,-118.39,"51.0,-118.39",404.0,1164830,0.8894756373523741,-2.0705975380422528,0.8901179185171081,-2.066295301436087,17.723614307428676
9667,BC,50.894,-119.1313,"50.894,-119.1313",2006-09-13,0.009,SEYMOUR ARM NINE MILE LIGHT,BC,51.04,-119.02,"51.04,-119.02",351.0,1167194,0.888267869509994,-2.0792334271811206,0.8908160502179058,-2.077290875723651,17.997135394899043
9668,BC,51.4244,-118.7,"51.4244,-118.7",2006-10-10,18.0,GOLDSTREAM RIVER BREWSTER CREEK,BC,51.3823,-118.292,"51.3823,-118.292",710.0,1173BDB,0.897525095862572,-2.071705822117269,0.8967903122474824,-2.0645848787691325,28.66830020811857
9669,BC,50.7557,-119.1025,"50.7557,-119.1025",2006-09-13,0.009,EAGLE BAY,BC,50.56,-119.13,"50.56,-119.13",411.5,1162580,0.8858540791544859,-2.0787307723565465,0.8824384698083331,-2.0792107379008447,21.833304978711627
9670,BC,51.3967,-118.7358,"51.3967,-118.7358",2006-09-13,0.009,SEYMOUR ARM,BC,51.15,-118.57,"51.15,-118.57",351.1,1167193,0.8970416396597696,-2.072330649989483,0.8927359123950995,-2.0694368940896766,29.739154816061955
9671,BC,50.623,-118.45,"50.623,-118.45",2006-06-29,1.0,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8835380272370894,-2.0673424989872835,0.8827875356587318,-2.0650735709596906,10.339582564293725
9672,BC,50.7567,-118.3733,"50.7567,-118.3733",2006-07-04,0.009,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8858715324470059,-2.066003831451004,0.8827875356587318,-2.0650735709596906,19.99143791376855
9673,BC,50.75,-118.3862,"50.75,-118.3862",2006-06-29,2.0,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8857545953871222,-2.066228978924511,0.8827875356587318,-2.0650735709596906,19.458234787691392
9674,BC,50.2825,-118.7719,"50.2825,-118.7719",2006-07-04,0.009,ENDERBY ASHTON CREEK,BC,50.33,-118.55,"50.33,-118.55",350.5,1162682,0.8775951811340488,-2.072960713849453,0.878424212528746,-2.0690878282392777,16.61010387784851
9675,BC,50.513,-118.9532,"50.513,-118.9532",2006-07-05,0.009,SICAMOUS,BC,50.48,-119.0,"50.48,-119.0",426.7,1167275,0.8816181650598957,-2.0761249957833185,0.8810422064067375,-2.076941809873252,4.938873662808447
9676,BC,50.7992,-118.3625,"50.7992,-118.3625",2006-07-04,0.009,MALAKWA EAGLE R HATCHERY,BC,51.0,-118.39,"51.0,-118.39",404.0,1164830,0.8866132973791034,-2.0658153358917883,0.8901179185171081,-2.066295301436087,22.397002214947594
9677,BC,50.5383,-118.6988,"50.5383,-118.6988",2006-07-09,0.1,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8820597333606502,-2.0716848781662454,0.8815658051823358,-2.0697859599400754,8.304969554837978
9678,BC,50.2528,-118.6062,"50.2528,-118.6062",2006-07-19,0.009,ENDERBY ASHTON CREEK,BC,50.33,-118.55,"50.33,-118.55",350.5,1162682,0.8770768183462064,-2.0700687032788987,0.878424212528746,-2.0690878282392777,9.46132636344087
9679,BC,50.5895,-118.5416,"50.5895,-118.5416",2006-07-24,0.5,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8829533419376714,-2.06894122058211,0.8815658051823358,-2.0697859599400754,9.472424898920007
9680,BC,50.6738,-118.3076,"50.6738,-118.3076",2006-07-23,63.0,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8844246544971026,-2.0648571501324433,0.8827875356587318,-2.0650735709596906,10.460123985415596
9681,BC,50.578,-118.5292,"50.578,-118.5292",2006-07-25,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.882752629073692,-2.068724799754863,0.8815658051823358,-2.0697859599400754,8.691132451535792
9682,BC,50.7265,-118.575,"50.7265,-118.575",2006-07-23,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8853444430129036,-2.0695241605522763,0.8815658051823358,-2.0697859599400754,24.08182171998178
9683,BC,50.7585,-118.3528,"50.7585,-118.3528",2006-07-06,0.009,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8859029483735418,-2.0656460389543447,0.8827875356587318,-2.0650735709596906,19.969900308307217
9684,BC,50.7373,-118.3776,"50.7373,-118.3776",2006-08-12,0.009,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8855329385721189,-2.0660788806088393,0.8827875356587318,-2.0650735709596906,17.94476982435352
9685,BC,50.6735,-118.3643,"50.6735,-118.3643",2006-08-10,0.1,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8844194185093466,-2.065846751818324,0.8827875356587318,-2.0650735709596906,10.849365032646853
9686,BC,50.5624,-118.7749,"50.5624,-118.7749",2006-08-10,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8824803577103808,-2.073013073727013,0.8815658051823358,-2.0697859599400754,14.298853954385308
9687,BC,50.7075,-118.6245,"50.7075,-118.6245",2006-08-18,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8850128304550247,-2.0703880985320136,0.8815658051823358,-2.0697859599400754,22.081653482284334
9688,BC,50.7468,-118.3858,"50.7468,-118.3858",2006-08-21,182.0,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8856987448510585,-2.066221997607503,0.8827875356587318,-2.0650735709596906,19.106370032492602
9689,BC,50.4966,-118.8073,"50.4966,-118.8073",2006-08-22,0.009,SICAMOUS,BC,50.48,-119.0,"50.48,-119.0",426.7,1167275,0.8813319310625686,-2.073578560404659,0.8810422064067375,-2.076941809873252,13.74854205176921
9690,BC,50.5128,-118.7142,"50.5128,-118.7142",2006-08-22,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8816146744013916,-2.0719536588710525,0.8815658051823358,-2.0697859599400754,8.782379073216351
9691,BC,50.7633,-118.5228,"50.7633,-118.5228",2006-08-23,0.1,GRIFFIN LAKE,BC,50.58,-118.32,"50.58,-118.32",434.3,1163306,0.8859867241776375,-2.0686130986827354,0.8827875356587318,-2.0650735709596906,24.877650281027073
9692,BC,50.635,-118.6453,"50.635,-118.6453",2006-08-20,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8837474667473287,-2.0707511270164285,0.8815658051823358,-2.0697859599400754,14.428511941262164
9693,BC,50.5938,-118.5975,"50.5938,-118.5975",2006-08-24,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8830283910955071,-2.0699168596339748,0.8815658051823358,-2.0697859599400754,9.327328925921131
9694,BC,50.3722,-118.9902,"50.3722,-118.9902",2006-08-25,0.009,MARA LAKE,BC,50.43,-119.02,"50.43,-119.02",353.6,1164903,0.8791607414730876,-2.0767707676065568,0.8801695417807404,-2.077290875723651,6.760976500152187
9695,BC,50.3347,-118.936,"50.3347,-118.936",2006-09-04,1.3,ENDERBY,BC,50.33,-119.09,"50.33,-119.09",354.0,1162680,0.8785062430035898,-2.075824799151976,0.878424212528746,-2.078512606200047,10.936445053419156
9696,BC,50.5461,-118.7823,"50.5461,-118.7823",2006-09-08,1.1,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8821958690423058,-2.0731422280916605,0.8815658051823358,-2.0697859599400754,14.16445696795558
9697,BC,50.5694,-118.7804,"50.5694,-118.7804",2006-09-08,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8826025307580205,-2.0731090668358725,0.8815658051823358,-2.0697859599400754,14.979711297652901
9698,BC,50.5706,-118.7792,"50.5706,-118.7792",2006-09-08,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8826234747090445,-2.073088122884849,0.8815658051823358,-2.0697859599400754,14.96306654526562
9699,BC,50.5319,-118.7191,"50.5319,-118.7191",2006-08-20,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8819480322885226,-2.0720391800044,0.8815658051823358,-2.0697859599400754,9.440366141900187
9700,BC,50.5263,-118.6028,"50.5263,-118.6028",2006-09-09,0.009,SICAMOUS 2,BC,50.51,-118.59,"50.51,-118.59",355.0,1167276,0.8818502938504109,-2.0700093620843307,0.8815658051823358,-2.0697859599400754,2.024576302798179
9701,BC,51.3187,-119.2515,"51.3187,-119.2515",2006-09-09,0.009,VAVENBY,BC,51.3434,-119.4641,"51.3434,-119.4641",445.0,1168520,0.895680282843214,-2.0813313129420177,0.8961113791684566,-2.085041882931758,15.014500836951242
9702,BC,51.9854,-119.1281,"51.9854,-119.1281",2006-09-09,0.009,BLUE RIVER A,BC,52.0729,-119.1734,"52.0729,-119.1734",690.4,1160898,0.9073163929662602,-2.079177576645057,0.9088435560617552,-2.0799682107962103,10.204806459343956
9703,BC,51.724,-119.5813,"51.724,-119.5813",2006-09-09,0.009,HEMP CREEK CLEARWATER,BC,51.55,-120.03,"51.55,-120.03",640.1,1163450,0.902754102301547,-2.087087408815095,0.8997172294030769,-2.094918701168794,36.49027299320575
9704,BC,51.9758,-119.3215,"51.9758,-119.3215",2006-09-09,0.009,BLUE RIVER A,BC,52.0729,-119.1734,"52.0729,-119.1734",690.4,1160898,0.9071488413580687,-2.082553043418414,0.9088435560617552,-2.0799682107962103,14.798029647483297
9705,BC,51.852,-122.8888,"51.852,-122.8888",2004-06-24,1.0,ALEXIS CREEK,BC,52.05,-123.17,"52.05,-123.17",800.1,1080284,0.9049881237440996,-2.1448141738248077,0.9084438756630485,-2.1497220396814156,29.24118325631259
9706,BC,51.79,-122.7317,"51.79,-122.7317",2003-03-28,37.0,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9039060196078632,-2.1420722615699246,0.9077457439622507,-2.1347122081142644,37.86505008734668
9707,BC,51.6112,-122.1938,"51.6112,-122.1938",2003-05-11,8.0,LORSTA WILLIAMS LAKE,BC,51.58,-122.21,"51.58,-122.21",926.6,1094719,0.9007853709052973,-2.132684135523447,0.9002408281786751,-2.13296687886227,3.642998183287317
9708,BC,51.9312,-122.6394,"51.9312,-122.6394",2003-07-12,0.4,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9063704245116793,-2.1404613226703337,0.9077457439622507,-2.1347122081142644,24.191289084768204
9709,BC,51.9384,-122.7275,"51.9384,-122.7275",2003-07-23,0.009,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9064960882178229,-2.141998957741341,0.9077457439622507,-2.1347122081142644,29.666736203312325
9710,BC,51.8863,-122.6515,"51.8863,-122.6515",2003-08-11,323.0,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9055867716775338,-2.140672507509825,0.9077457439622507,-2.1347122081142644,27.1309910902919
9711,BC,51.7885,-122.2394,"51.7885,-122.2394",2003-08-17,0.5,LORSTA WILLIAMS LAKE,BC,51.58,-122.21,"51.58,-122.21",926.6,1094719,0.9038798396690834,-2.1334800056623564,0.9002408281786751,-2.13296687886227,23.257958548139467
9712,BC,51.7631,-122.2525,"51.7631,-122.2525",2003-08-13,0.06,LORSTA WILLIAMS LAKE,BC,51.58,-122.21,"51.58,-122.21",926.6,1094719,0.9034365260390769,-2.1337086437943675,0.9002408281786751,-2.13296687886227,20.556736397039494
9713,BC,51.8637,-122.25,"51.8637,-122.25",2003-08-14,0.1,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9051923272665832,-2.133665010563068,0.9077457439622507,-2.1347122081142644,16.769246192887863
9714,BC,51.9514,-122.2831,"51.9514,-122.2831",2003-10-20,0.3,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9067229810205821,-2.134242714545478,0.9077457439622507,-2.1347122081142644,6.767211784614155
9715,BC,51.9862,-122.2736,"51.9862,-122.2736",2004-03-21,2.0,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9073303556002761,-2.1340769082665387,0.9077457439622507,-2.1347122081142644,3.632778644933636
9716,BC,51.9514,-122.5007,"51.9514,-122.5007",2004-03-28,2.8,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9067229810205821,-2.1380405509978178,0.9077457439622507,-2.1347122081142644,14.586690625722529
9717,BC,51.238,-122.0482,"51.238,-122.0482",2004-03-29,8.0,DOG CREEK,BC,51.35,-122.15,"51.35,-122.15",655.3,1092489,0.8942718021368545,-2.1301429361325432,0.8962265708990882,-2.1319196813110737,14.315889048956768
9718,BC,52.0004,-122.6032,"52.0004,-122.6032",2006-07-23,0.009,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9075781923540593,-2.139829513481112,0.9077457439622507,-2.1347122081142644,20.08541695963705
9719,BC,51.9316,-122.5957,"51.9316,-122.5957",2006-07-29,0.009,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9063774058286873,-2.1396986137872123,0.9077457439622507,-2.1347122081142644,21.41162919894148
9720,BC,51.8277,-122.5624,"51.8277,-122.5624",2006-09-03,2.0,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9045640087358652,-2.1391174191462983,0.9077457439622507,-2.1347122081142644,26.639379738973247
9721,BC,51.8945,-122.4775,"51.8945,-122.4775",2006-04-17,162.2,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9057298886761974,-2.137635634611355,0.9077457439622507,-2.1347122081142644,17.214471100377825
9722,BC,51.951,-122.4955,"51.951,-122.4955",2006-04-23,2.5,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9067159997035742,-2.137949793876714,0.9077457439622507,-2.1347122081142644,14.289487949392587
9723,BC,51.925,-122.3693,"51.925,-122.3693",2006-05-15,11.0,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9062622140980555,-2.135747188360697,0.9077457439622507,-2.1347122081142644,10.28121791163139
9724,BC,52.0292,-122.3324,"52.0292,-122.3324",2006-06-02,0.4,RISKE CREEK FTP,BC,52.01,-122.31,"52.01,-122.31",1005.8,1096775,0.9080808471786338,-2.135103161866711,0.9077457439622507,-2.1347122081142644,2.626552230616122
